KCCDistrict,Town,Village,StreetName,Avg_Reform_Prob,Success_Category,ElectorCount,Latitude,Longitude
Tenterden,Tenterden,,Rothley Close,0.15028006,Poor,16,51.073016,0.693223
Tenterden,Cranbrook,Newenden,Rye Road,0.21238446,Poor,75,51.017046,0.609598
Tenterden,Ashford,Biddenden,Sandeman Way,0.34937668,Moderate,46,51.117842,0.637254
Tenterden,Cranbrook,Rolvenden,Sandhurst Lane,0.21628526,Poor,33,51.048569,0.610828
Tenterden,Tenterden,,Sandy Lane,0.22591673,Poor,9,51.068375,0.692714
Tenterden,Ashford,High Halden,Shawlands Lane,0.15102418,Poor,7,51.106617,0.702537
Tenterden,Tenterden,St Michaels,Shoreham Lane,0.35392612,Moderate,74,51.086955,0.685892
Tenterden,Tenterden,,Shrubcote,0.42090482,Good,338,51.06867,0.699523
Tenterden,Ashford,Biddenden,Shuttle Close,0.07898144,Poor,13,51.117069,0.643197
Tenterden,Tenterden,,Silver Hill,0.39249215,Moderate,39,51.0781,0.69506
Tenterden,Ashford,Biddenden,Sissinghurst Road,0.36968637,Moderate,181,51.115479,0.631946
Tenterden,Tenterden,,Six Fields Path,0.20868434,Poor,24,51.066412,0.688903
Tenterden,Tenterden,,Smallhythe Road,0.30331883,Moderate,220,51.06491,0.686175
Tenterden,Tenterden,,Smallhythe,0.4345214,Good,74,51.039596,0.698462
Tenterden,Ashford,Biddenden,Smarden Road,0.35838985,Moderate,100,51.132126,0.653091
Tenterden,Ashford,Kenardington,Snargate Road,0.2571917,Poor,25,51.047476,0.822956
Tenterden,Tenterden,,Southgate Road,0.16731267,Poor,55,51.068304,0.698259
Tenterden,Cranbrook,Rolvenden,Sparkeswood Avenue,0.28114396,Poor,108,51.053296,0.630987
Tenterden,Cranbrook,Rolvenden,Sparkeswood Close,0.3499449,Moderate,18,51.052511,0.632369
Tenterden,Ashford,Biddenden,Spinners Close,0.32489318,Moderate,51,51.117229,0.642506
Tenterden,Tenterden,St Michaels,Springfield Avenue,0.18305235,Poor,86,51.080048,0.697586
Tenterden,Tenterden,,St Benets Court,0.20248264,Poor,13,51.073685,0.692305
Tenterden,Tenterden,,St Benets Way,0.36897805,Moderate,71,51.074452,0.692178
Tenterden,Tenterden,,St.Benets Way,0.23114538,Poor,24,51.075005,0.693167
Tenterden,Tenterden,,Stace Close,0.24153958,Poor,6,51.071301,0.696192
Tenterden,Ashford,Appledore,Station Road,0.23977548,Poor,60,51.031485,0.794075
Tenterden,Tenterden,Wittersham,Stocks Road,0.2064145,Poor,62,51.013681,0.711854
Tenterden,Tenterden,,Stone,0.2488474,Poor,360,51.015936,0.764159
Tenterden,Tenterden,,Summer Close,0.25896612,Poor,22,51.074786,0.701478
Tenterden,Cranbrook,Rolvenden,Sumner Close,0.34260333,Moderate,10,51.051514,0.632726
Tenterden,Tenterden,St Michaels,Swain Road,0.43534663,Good,150,51.085755,0.698932
Tenterden,Tenterden,Wittersham,Swan Street,0.31782502,Moderate,96,51.015318,0.701013
Tenterden,Cranbrook,Rolvenden,Tenterden Road,0.28971854,Poor,248,51.056663,0.634117
Tenterden,Ashford,High Halden,The Chennells,0.38448122,Moderate,65,51.104124,0.702288
Tenterden,Ashford,High Halden,The Martins,0.16983637,Poor,26,51.108814,0.731523
Tenterden,Ashford,Biddenden,The Meadows,0.35531515,Moderate,79,51.117613,0.640613
Tenterden,Ashford,Biddenden,The Nightingales,0.21626358,Poor,15,51.111632,0.594435
Tenterden,Tenterden,St Michaels,The Pavement,0.17270069,Poor,31,51.084222,0.690918
Tenterden,Ashford,Kenardington,The Poplars,0.20095603,Poor,18,51.062295,0.816036
Tenterden,Ashford,Appledore,The Street,0.2557195,Poor,576,51.03425,0.787545
Tenterden,Ashford,Biddenden,The Weavers,0.33775192,Moderate,66,51.115386,0.645259
Tenterden,Ashford,Kenardington,The Wish,0.20622134,Poor,39,51.059201,0.809288
Tenterden,Tenterden,,Theatre Square,0.20197544,Poor,2,51.067944,0.688089
Tenterden,Cranbrook,Rolvenden Layne,Thornden Lane,0.33150062,Moderate,60,51.038473,0.639448
Tenterden,Tenterden,,Three Fields Road,0.3595644,Moderate,97,51.064882,0.687772
Tenterden,Ashford,High Halden,Thurstons Lane,0.16361889,Poor,5,51.111939,0.694571
Tenterden,Ashford,High Halden,Tilden Close,0.43832833,Good,82,51.102681,0.71219
Tenterden,Tenterden,,Tilden Gill Road,0.2924453,Poor,66,51.066712,0.700194
Tenterden,Ashford,Biddenden,Townland Close,0.30693212,Moderate,46,51.116034,0.645239
Tenterden,Tenterden,,Turners Avenue,0.23905818,Poor,70,51.072422,0.688934
Tenterden,Tenterden,,Vineys Gardens,0.12741183,Poor,25,51.074738,0.698891
Tenterden,Ashford,Biddenden,Wagstaff Lane,0.3185503,Moderate,13,51.122778,0.677666
Tenterden,Cranbrook,Rolvenden Layne,Wassall Lane,0.14123902,Poor,22,51.03404,0.62937
Tenterden,Tenterden,St Michaels,Wayside Avenue,0.2944358,Poor,102,51.082571,0.694649
Tenterden,Tenterden,St Michaels,Wayside,0.12742333,Poor,14,51.081779,0.695074
Tenterden,Tenterden,,Wealden Avenue,0.29970792,Poor,74,51.078946,0.696994
Tenterden,Ashford,Biddenden,Weeks Lane,0.47708768,Good,12,51.131132,0.648146
Tenterden,Tenterden,,Wells Close,0.2671942,Poor,24,51.073456,0.689365
Tenterden,Tenterden,,West Cross Gardens,0.3055865,Moderate,8,51.067143,0.680691
Tenterden,Tenterden,,West Cross Mews,0.13125707,Poor,6,51.066807,0.680843
Tenterden,Tenterden,,West Cross,0.33122945,Moderate,79,51.067158,0.681206
Tenterden,Tenterden,,Westwell Court,0.30010584,Moderate,33,51.066719,0.679596
Tenterden,Ashford,High Halden,Wildflower Grove,0.20202017,Poor,21,51.102464,0.704409
Tenterden,Tenterden,,William Judge Close,0.35009664,Moderate,59,51.067466,0.705319
Tenterden,Cranbrook,Rolvenden Layne,Winser Road,0.22794446,Poor,15,51.041684,0.643839
Tenterden,Tenterden,Wittersham,Wittersham Road,0.2163679,Poor,22,51.023568,0.685706
Tenterden,Tenterden,,Woodbury Lane,0.15850988,Poor,63,51.06616,0.684249
Tenterden,Tenterden,,Woodchurch Road,0.3959046,Moderate,91,51.073727,0.699803
Tenterden,Ashford,High Halden,Woodgates Close,0.382648,Moderate,28,51.104383,0.712461
Tenterden,Ashford,Biddenden,Woodlands Park,0.3521126,Moderate,361,51.103144,0.665805
Tenterden,Tenterden,Wittersham,Woodlands View,0.1948253,Poor,21,51.016551,0.708343
Tenterden,Ashford,High Halden,Wrens Nest Lane,0.1394513,Poor,17,51.106604,0.697293
Tenterden,Tenterden,,Wrights Close,0.13525234,Poor,7,51.071928,0.688505
